Filename,Soma_X,Soma_Y,Soma_Z,LCC_Node_Proportion,C3 agglomeration id,Cell type,Cell body layer, E count all inputs, I count all inputs, E count layer 1, I count layer 1, E count layer 2, I count layer 2, E count layer 3, I count layer 3, E count layer 4, I count layer 4, E count layer 5, I count layer 5, E count layer 6, I count layer 6, E count white matter, I count white matter,Soma_x,Soma_y,Soma_z,new_label
4568390241,3417730.0,1394500.0,90618.0,,4568390241,excitatory/spiny neuron with atypical tree,layer_2,1166,478,220,66,946,412,0,0,0,0,0,0,0,0,0,0,,,,layer_2
33721829307,2187680.0,1997310.0,102696.0,,33721829307,interneuron,layer_5,1707,744,0,0,0,0,0,0,0,0,1707,744,0,0,0,0,,,,layer_5
40421599537,3078980.0,1705860.0,104874.0,,40421599537,interneuron,layer_3,1055,736,0,0,220,102,835,634,0,0,0,0,0,0,0,0,,,,layer_3
41730286931,2717280.0,1800580.0,149127.0,,41730286931,interneuron,layer_3,385,261,0,0,0,0,37,29,328,225,20,7,0,0,0,0,,,,layer_3
50219760454,3396930.0,1764350.0,139755.0,,50219760454,excitatory/spiny neuron with atypical tree,layer_2,444,182,0,0,444,182,0,0,0,0,0,0,0,0,0,0,,,,layer_2
38105500973,2657500.0,936448.0,101508.0,,38105500973,interneuron,layer_3,594,637,0,0,184,176,410,461,0,0,0,0,0,0,0,0,,,,layer_3
1724495114,2006720.0,763680.0,46233.0,,1724495114,pyramidal neuron,layer_3,1862,640,0,0,0,0,1862,640,0,0,0,0,0,0,0,0,,,,layer_3
3181646591,2459070.0,1016420.0,51084.0,,3181646591,interneuron,layer_3,1002,420,0,0,0,0,1002,420,0,0,0,0,0,0,0,0,,,,layer_3
4489268853,1713280.0,1441060.0,19701.0,,4489268853,spiny stellate neuron,layer_5,619,249,0,0,0,0,0,0,0,0,619,249,0,0,0,0,,,,layer_5
30457308962,1343300.0,1249700.0,144375.0,,30457308962,excitatory/spiny neuron with atypical tree,layer_5,706,393,0,0,0,0,0,0,0,0,487,331,219,62,0,0,,,,layer_5
37714181143,2974660.0,965376.0,125829.0,,37714181143,pyramidal neuron,layer_2,957,289,32,10,925,279,0,0,0,0,0,0,0,0,0,0,,,,layer_2
46580374526,3322270.0,884672.0,135465.0,,46580374526,interneuron,layer_1,69,120,69,120,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
41336586144,2446240.0,1738910.0,128634.0,,41336586144,interneuron,layer_4,495,399,0,0,0,0,122,70,286,233,87,96,0,0,0,0,,,,layer_4
30592556564,2090980.0,1560670.0,11055.0,,30592556564,pyramidal neuron,layer_4,550,207,0,0,0,0,185,50,279,131,86,26,0,0,0,0,,,,layer_5
3213593084,3121980.0,1031740.0,28479.0,,3213593084,interneuron,layer_2,327,167,82,26,245,141,0,0,0,0,0,0,0,0,0,0,,,,layer_2
99931624775,3093180.0,941344.0,172755.0,,99931624775,interneuron,layer_2,30,26,0,0,30,26,0,0,0,0,0,0,0,0,0,0,,,,layer_2
20181633724,1735200.0,871072.0,32472.0,,20181633724,interneuron,layer_4,3,5,0,0,0,0,2,2,1,3,0,0,0,0,0,0,,,,layer_4
4822330854,1555040.0,1427490.0,58344.0,,4822330854,pyramidal neuron,layer_6,1428,399,0,0,0,0,116,26,64,13,399,110,849,250,0,0,,,,layer_6
6076659662,1994850.0,1822140.0,47355.0,,6076659662,interneuron,layer_5,1430,824,0,0,0,0,0,0,0,0,1430,824,0,0,0,0,,,,layer_5
31888411203,2395650.0,1524800.0,170049.0,,31888411203,excitatory/spiny neuron with atypical tree,layer_4,370,155,0,0,0,0,0,0,370,155,0,0,0,0,0,0,,,,layer_4
40583349428,3417470.0,1516480.0,87813.0,,40583349428,interneuron,layer_2,54,44,0,0,54,44,0,0,0,0,0,0,0,0,0,0,,,,layer_2
51744295762,2368510.0,2083520.0,115929.0,,51744295762,interneuron,layer_5,79,43,0,0,0,0,0,0,0,0,79,43,0,0,0,0,,,,layer_5
1449515617,2456030.0,578752.0,47982.0,,1449515617,interneuron,layer_2,171,167,0,0,113,147,58,20,0,0,0,0,0,0,0,0,,,,layer_2
60841026098,2002340.0,2138880.0,106029.0,,60841026098,interneuron,layer_6,7,20,0,0,0,0,0,0,0,0,0,0,7,20,0,0,,,,layer_6
31876978314,3179300.0,1523100.0,78111.0,,31876978314,excitatory/spiny neuron with atypical tree,layer_2,905,293,0,0,902,291,3,2,0,0,0,0,0,0,0,0,,,,layer_2
98719407019,2128930.0,642432.0,171072.0,,98719407019,unclassified neuron,layer_3,2,10,0,0,0,0,2,10,0,0,0,0,0,0,0,0,,,,layer_2
41272954986,1252420.0,1653090.0,117150.0,,41272954986,interneuron,white_matter,732,533,0,0,0,0,0,0,0,0,0,0,202,126,530,407,,,,white_matter
3572325387,1991650.0,1157410.0,8910.0,,3572325387,unclassified neuron,layer_4,357,163,0,0,0,0,192,59,165,104,0,0,0,0,0,0,,,,layer_4
47729195698,3101150.0,1304540.0,155529.0,,47729195698,interneuron,layer_2,216,91,0,0,216,91,0,0,0,0,0,0,0,0,0,0,,,,layer_2
31504318800,983872.0,1470140.0,133782.0,,31504318800,pyramidal neuron,layer_6,1108,390,0,0,0,0,0,0,0,0,0,0,832,310,276,80,,,,layer_6
33360264737,2629020.0,1992380.0,71907.0,,33360264737,pyramidal neuron,layer_4,692,255,0,0,0,0,249,75,434,177,9,3,0,0,0,0,,,,layer_4
36416807910,2624290.0,586784.0,95007.0,,36416807910,pyramidal neuron,layer_2,1001,385,60,20,941,365,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5131361032,1920190.0,1705950.0,40656.0,,5131361032,pyramidal neuron,layer_5,1507,478,0,0,0,0,0,0,0,0,1288,409,209,65,10,4,,,,layer_5
33214502422,2655390.0,1943140.0,121473.0,,33214502422,pyramidal neuron,layer_4,788,335,0,0,0,0,226,62,518,260,44,13,0,0,0,0,,,,layer_4
1028627657,2746140.0,513024.0,97284.0,,1028627657,pyramidal neuron,layer_2,3229,1470,1340,663,1889,807,0,0,0,0,0,0,0,0,0,0,,,,layer_2
4401836842,1750720.0,1327780.0,71544.0,,4401836842,pyramidal neuron,layer_5,517,246,0,0,0,0,59,40,71,31,387,175,0,0,0,0,,,,layer_5
64106115157,2959650.0,941760.0,141504.0,,64106115157,interneuron,layer_2,663,249,0,0,663,249,0,0,0,0,0,0,0,0,0,0,,,,layer_2
41904943924,2642460.0,1948380.0,170247.0,,41904943924,pyramidal neuron,layer_4,522,183,0,0,0,0,243,88,279,95,0,0,0,0,0,0,,,,layer_4
38828513969,1513700.0,1091900.0,157344.0,,38828513969,interneuron,layer_5,607,257,0,0,0,0,0,0,20,8,587,249,0,0,0,0,,,,layer_5
5602243588,3405150.0,1651900.0,41085.0,,5602243588,pyramidal neuron,layer_2,139,97,0,0,139,97,0,0,0,0,0,0,0,0,0,0,,,,layer_2
39030663390,1125890.0,1157410.0,79794.0,,39030663390,unclassified neuron,layer_5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,layer_5
31365649822,2426820.0,1616160.0,100914.0,,31365649822,pyramidal neuron,layer_4,519,215,0,0,0,0,204,62,304,151,11,2,0,0,0,0,,,,layer_4
39518820440,2906820.0,1247740.0,151305.0,,39518820440,pyramidal neuron,layer_3,1728,448,0,0,799,173,929,275,0,0,0,0,0,0,0,0,,,,layer_3
6688500343,2734880.0,623584.0,7425.0,,6688500343,pyramidal neuron,layer_5,942,369,0,0,0,0,0,0,0,0,921,363,21,6,0,0,,,,layer_2
45730449902,1986660.0,638720.0,149853.0,,45730449902,interneuron,layer_3,191,118,0,0,0,0,191,118,0,0,0,0,0,0,0,0,,,,layer_3
33272278093,1634340.0,2062590.0,74349.0,,33272278093,pyramidal neuron,white_matter,1712,754,0,0,116,75,114,94,189,84,314,115,484,163,495,223,,,,white_matter
6845211631,1984380.0,2176800.0,72336.0,,6845211631,excitatory/spiny neuron with atypical tree,white_matter,2182,642,0,0,0,0,0,0,0,0,0,0,80,24,2102,618,,,,layer_6
18921961764,3356100.0,567840.0,44352.0,,18921961764,interneuron,layer_1,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
37433199058,1910750.0,533120.0,145035.0,,37433199058,pyramidal neuron,layer_3,917,459,0,0,0,0,917,459,0,0,0,0,0,0,0,0,,,,layer_3
33312869150,1734080.0,1949090.0,128403.0,,33312869150,interneuron,layer_6,306,313,0,0,0,0,0,0,0,0,0,0,230,268,76,45,,,,layer_6
7196644737,1673180.0,2040770.0,27687.0,,7196644737,unclassified neuron,layer_6,111,81,0,0,0,0,0,0,0,0,0,0,82,58,29,23,,,,layer_6
5000010309,2051840.0,1527620.0,77517.0,,5000010309,pyramidal neuron,layer_5,955,479,0,0,19,9,76,47,162,61,698,362,0,0,0,0,,,,layer_5
4377350679,2852540.0,1337760.0,102762.0,,4377350679,pyramidal neuron,layer_3,1126,381,38,20,265,93,823,267,0,1,0,0,0,0,0,0,,,,layer_3
15572259684,964000.0,1727550.0,66099.0,,15572259684,pyramidal neuron,layer_3,5205,1585,0,0,206,50,4890,1511,109,24,0,0,0,0,0,0,,,,white_matter
32053082283,3368290.0,1645540.0,71874.0,,32053082283,pyramidal neuron,layer_2,763,315,0,0,763,315,0,0,0,0,0,0,0,0,0,0,,,,layer_2
30407065649,3233470.0,1212700.0,51414.0,,30407065649,interneuron,layer_2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5278992601,2594560.0,1570530.0,10362.0,,5278992601,interneuron,layer_3,133,92,0,0,0,0,59,46,74,46,0,0,0,0,0,0,,,,layer_3
40246607566,3019460.0,1523550.0,172260.0,,40246607566,excitatory/spiny neuron with atypical tree,layer_3,73,36,0,0,0,0,73,36,0,0,0,0,0,0,0,0,,,,layer_3
48303643727,1046270.0,1248510.0,166848.0,,48303643727,excitatory/spiny neuron with atypical tree,layer_6,627,202,0,0,0,0,0,0,0,0,39,8,588,194,0,0,,,,layer_6
81002012589,1821470.0,644768.0,149952.0,,81002012589,interneuron,layer_3,27,22,0,0,0,0,27,22,0,0,0,0,0,0,0,0,,,,layer_3
40261952994,3281500.0,1369790.0,113454.0,,40261952994,pyramidal neuron,layer_2,1198,562,151,54,1047,508,0,0,0,0,0,0,0,0,0,0,,,,layer_2
33733597584,1504540.0,2046620.0,113685.0,,33733597584,pyramidal neuron,white_matter,1499,602,0,0,0,0,0,0,0,0,0,0,570,149,929,453,,,,white_matter
5978950033,2963420.0,1968770.0,70389.0,,5978950033,pyramidal neuron,layer_3,2133,662,0,0,0,0,2133,662,0,0,0,0,0,0,0,0,,,,layer_3
4686046478,3607840.0,1393950.0,40128.0,,4686046478,interneuron,layer_1,261,244,261,244,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
29454351460,1714460.0,892704.0,172590.0,,29454351460,pyramidal neuron,layer_4,230,101,0,0,0,0,0,0,230,101,0,0,0,0,0,0,,,,layer_4
3606871516,3120220.0,1171300.0,21384.0,,3606871516,interneuron,layer_2,223,234,0,0,223,234,0,0,0,0,0,0,0,0,0,0,,,,layer_2
2904563596,1216860.0,1393760.0,112563.0,,2904563596,interneuron,layer_3,1023,528,0,0,0,0,1023,528,0,0,0,0,0,0,0,0,,,,layer_6
4141544622,2213700.0,1261980.0,15774.0,,4141544622,unclassified neuron,layer_4,144,104,0,0,0,0,0,0,144,104,0,0,0,0,0,0,,,,layer_4
45966957157,2804640.0,623168.0,150513.0,,45966957157,interneuron,layer_2,235,243,1,1,234,242,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3512752660,1557950.0,1230500.0,77550.0,,3512752660,spiny stellate neuron,layer_5,1215,625,0,0,0,0,0,0,0,0,1196,621,19,4,0,0,,,,layer_5
36999328507,2693950.0,626368.0,152163.0,,36999328507,pyramidal neuron,layer_2,517,169,10,0,507,169,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5423323852,2460930.0,1545890.0,75108.0,,5423323852,interneuron,layer_4,273,199,0,0,0,0,0,0,273,199,0,0,0,0,0,0,,,,layer_4
6312451572,2695260.0,1923300.0,65967.0,,6312451572,pyramidal neuron,layer_4,1540,608,0,0,0,0,710,284,767,311,63,13,0,0,0,0,,,,layer_4
36345292668,2986430.0,614112.0,110946.0,,36345292668,interneuron,layer_1,581,490,575,485,6,5,0,0,0,0,0,0,0,0,0,0,,,,layer_1
3296512283,2033600.0,1048100.0,60489.0,,3296512283,pyramidal neuron,layer_4,376,142,0,0,0,0,26,9,319,125,31,8,0,0,0,0,,,,layer_4
3033080362,1716060.0,1000000.0,25179.0,,3033080362,unclassified neuron,layer_4,110,64,0,0,0,0,0,0,40,58,70,6,0,0,0,0,,,,layer_4
5703341236,3086340.0,1697790.0,27423.0,,5703341236,interneuron,layer_3,1364,744,0,0,244,108,1120,636,0,0,0,0,0,0,0,0,,,,layer_3
22748256410,2997760.0,1413150.0,154374.0,,22748256410,pyramidal neuron,layer_3,2237,646,0,0,654,161,1583,485,0,0,0,0,0,0,0,0,,,,layer_3
357841782,2513540.0,389120.0,6996.0,,357841782,pyramidal neuron,layer_2,186,112,66,31,120,81,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5253133319,3336060.0,1669630.0,10494.0,,5253133319,pyramidal neuron,layer_2,891,371,0,0,891,371,0,0,0,0,0,0,0,0,0,0,,,,layer_2
32031471046,1851040.0,1591680.0,128436.0,,32031471046,interneuron,layer_5,2617,1023,0,0,0,0,0,0,0,0,2354,940,263,83,0,0,,,,layer_5
14520447695,2164130.0,1624320.0,47850.0,,14520447695,interneuron,layer_5,119,73,0,0,0,0,0,0,0,0,119,73,0,0,0,0,,,,layer_5
33313730937,1979230.0,2030560.0,152955.0,,33313730937,pyramidal neuron,layer_6,1283,601,0,0,0,0,0,0,0,0,561,232,722,369,0,0,,,,layer_6
678159317,3132860.0,1274400.0,48378.0,,678159317,pyramidal neuron,layer_2,1687,552,11,11,779,257,897,284,0,0,0,0,0,0,0,0,,,,layer_2
4985965746,2099100.0,1545600.0,40128.0,,4985965746,pyramidal neuron,layer_5,237,121,0,0,0,0,0,0,78,27,159,94,0,0,0,0,,,,layer_5
4723234964,2037760.0,1120580.0,168432.0,,4723234964,excitatory/spiny neuron with atypical tree,layer_4,702,219,0,0,0,0,205,58,306,109,191,52,0,0,0,0,,,,layer_4
2685168558,1874240.0,1073790.0,30987.0,,2685168558,pyramidal neuron,layer_4,403,155,0,0,0,0,136,30,267,125,0,0,0,0,0,0,,,,layer_4
31230373387,1639140.0,1444320.0,105501.0,,31230373387,pyramidal neuron,layer_5,381,250,0,0,0,0,0,0,3,4,315,223,63,23,0,0,,,,layer_5
5748209296,3480030.0,1720800.0,15246.0,,5748209296,pyramidal neuron,layer_2,1427,698,226,90,1201,608,0,0,0,0,0,0,0,0,0,0,,,,layer_2
30501462297,1543810.0,1081500.0,140217.0,,30501462297,spiny stellate neuron,layer_5,1003,455,0,0,0,0,9,4,213,69,781,382,0,0,0,0,,,,layer_5
68415133207,2965020.0,1848320.0,171006.0,,68415133207,interneuron,layer_3,853,303,0,0,0,0,839,299,14,4,0,0,0,0,0,0,,,,layer_3
37247679325,2823520.0,750208.0,154968.0,,37247679325,pyramidal neuron,layer_2,400,153,42,11,358,142,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5412371699,3236640.0,1706530.0,15378.0,,5412371699,pyramidal neuron,layer_2,2020,906,49,22,1572,765,399,119,0,0,0,0,0,0,0,0,,,,layer_2
36793235905,2149020.0,530176.0,150876.0,,36793235905,interneuron,layer_3,722,254,0,0,434,140,288,114,0,0,0,0,0,0,0,0,,,,layer_3
1684504313,2666210.0,830688.0,28908.0,,1684504313,pyramidal neuron,layer_2,1431,507,105,57,1080,416,246,34,0,0,0,0,0,0,0,0,,,,layer_2
69329710123,2499040.0,2115550.0,129657.0,,69329710123,excitatory/spiny neuron with atypical tree,layer_5,56,89,0,0,0,0,0,0,0,0,56,89,0,0,0,0,,,,layer_5
5741377673,1668580.0,1711040.0,79893.0,,5741377673,excitatory/spiny neuron with atypical tree,layer_6,2556,739,0,0,0,0,0,0,0,0,796,168,1724,564,36,7,,,,layer_6
38952141018,3233980.0,1155900.0,74118.0,,38952141018,interneuron,layer_2,73,89,17,18,56,71,0,0,0,0,0,0,0,0,0,0,,,,layer_2
28626270114,2085700.0,767776.0,89298.0,,28626270114,pyramidal neuron,layer_3,2421,644,0,0,189,59,2232,585,0,0,0,0,0,0,0,0,,,,layer_3
6810112093,3292480.0,1897600.0,17292.0,,6810112093,pyramidal neuron,layer_2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,layer_2
33709214115,2641660.0,1989380.0,82104.0,,33709214115,unclassified neuron,layer_4,200,101,0,0,0,0,0,0,174,98,26,3,0,0,0,0,,,,layer_4
45733443136,2691650.0,716224.0,164769.0,,45733443136,pyramidal neuron,layer_2,412,122,0,0,396,119,16,3,0,0,0,0,0,0,0,0,,,,layer_2
38493611381,1462620.0,944224.0,153219.0,,38493611381,pyramidal neuron,layer_4,61,72,0,0,0,0,0,0,19,57,42,15,0,0,0,0,,,,layer_4
4173492899,2677060.0,1497700.0,31317.0,,4173492899,pyramidal neuron,layer_3,7543,2136,0,0,223,86,6230,1902,1090,148,0,0,0,0,0,0,,,,layer_3
40553299780,3292060.0,1594500.0,105435.0,,40553299780,pyramidal neuron,layer_2,714,214,0,0,713,212,1,2,0,0,0,0,0,0,0,0,,,,layer_2
1581843873,2825630.0,775328.0,48741.0,,1581843873,pyramidal neuron,layer_2,2665,969,642,263,2023,706,0,0,0,0,0,0,0,0,0,0,,,,layer_2
29298236361,2749860.0,911392.0,172194.0,,29298236361,interneuron,layer_2,1904,623,31,19,836,234,1037,370,0,0,0,0,0,0,0,0,,,,layer_2
43256937531,2242430.0,2168770.0,72204.0,,43256937531,interneuron,layer_5,2,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,,,,layer_5
3402661083,3120580.0,1184450.0,32637.0,,3402661083,pyramidal neuron,layer_2,538,242,0,0,538,242,0,0,0,0,0,0,0,0,0,0,,,,layer_2
2294474785,2508130.0,936512.0,38181.0,,2294474785,pyramidal neuron,layer_3,6236,1630,59,20,1087,290,5090,1320,0,0,0,0,0,0,0,0,,,,layer_3
4581167167,2783140.0,1594910.0,57189.0,,4581167167,pyramidal neuron,layer_3,7260,1922,0,0,198,86,6690,1763,372,73,0,0,0,0,0,0,,,,layer_3
28756934490,2064860.0,848096.0,119130.0,,28756934490,pyramidal neuron,layer_3,3901,944,0,0,113,42,3491,853,297,49,0,0,0,0,0,0,,,,layer_3
4391090629,2735300.0,1279300.0,154308.0,,4391090629,excitatory/spiny neuron with atypical tree,layer_3,4247,1004,0,0,0,0,4243,1002,4,2,0,0,0,0,0,0,,,,layer_3
24815334989,2814850.0,1970780.0,65538.0,,24815334989,pyramidal neuron,layer_3,1806,565,0,0,0,0,1580,512,226,53,0,0,0,0,0,0,,,,layer_3
16253148518,2187070.0,2034660.0,68508.0,,16253148518,interneuron,layer_5,2123,1352,0,0,0,0,0,0,0,0,1978,1184,145,168,0,0,,,,layer_5
39023028469,2748640.0,1211710.0,154077.0,,39023028469,interneuron,layer_3,346,188,0,0,0,0,346,188,0,0,0,0,0,0,0,0,,,,layer_3
42035944103,2683040.0,2000900.0,167442.0,,42035944103,pyramidal neuron,layer_4,884,287,0,0,0,0,497,165,273,102,114,20,0,0,0,0,,,,layer_4
3827141799,3581250.0,1202340.0,6765.0,,3827141799,interneuron,layer_1,92,115,92,115,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
40231422148,3011460.0,1590300.0,150348.0,,40231422148,pyramidal neuron,layer_3,945,243,0,0,0,0,945,243,0,0,0,0,0,0,0,0,,,,layer_3
42487290424,2759460.0,2009630.0,139854.0,,42487290424,pyramidal neuron,layer_4,533,252,0,0,55,17,305,126,173,109,0,0,0,0,0,0,,,,layer_4
2394841994,2019970.0,1085700.0,25047.0,,2394841994,pyramidal neuron,layer_4,366,142,0,0,0,0,103,31,226,100,37,11,0,0,0,0,,,,layer_4
4510862285,3499650.0,1306660.0,50259.0,,4510862285,interneuron,layer_1,132,81,132,81,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
32225138900,2839780.0,1647300.0,70785.0,,32225138900,interneuron,layer_3,420,255,0,0,0,0,420,255,0,0,0,0,0,0,0,0,,,,layer_3
44757423908,2492960.0,488160.0,136455.0,,44757423908,interneuron,layer_2,488,354,0,0,488,354,0,0,0,0,0,0,0,0,0,0,,,,layer_2
4255476078,1543870.0,1297630.0,68574.0,,4255476078,excitatory/spiny neuron with atypical tree,layer_5,728,476,0,0,0,0,0,0,0,0,535,397,193,79,0,0,,,,layer_5
4350017755,3327940.0,1413760.0,28116.0,,4350017755,pyramidal neuron,layer_2,420,240,3,1,417,239,0,0,0,0,0,0,0,0,0,0,,,,layer_2
2805072586,2849660.0,955104.0,4191.0,,2805072586,interneuron,layer_2,119,119,0,0,119,119,0,0,0,0,0,0,0,0,0,0,,,,layer_2
29835261616,2242940.0,1061310.0,153945.0,,29835261616,interneuron,layer_3,1300,394,0,0,0,0,711,232,380,113,209,49,0,0,0,0,,,,layer_3
39737672865,2977950.0,1435200.0,95700.0,,39737672865,interneuron,layer_3,1254,722,0,0,199,135,1055,587,0,0,0,0,0,0,0,0,,,,layer_3
4102268178,3256480.0,1279260.0,65439.0,,4102268178,excitatory/spiny neuron with atypical tree,layer_2,789,374,74,29,715,345,0,0,0,0,0,0,0,0,0,0,,,,layer_2
28058875458,2238270.0,595936.0,156981.0,,28058875458,pyramidal neuron,layer_3,1448,362,0,0,324,77,1124,285,0,0,0,0,0,0,0,0,,,,layer_3
48952876373,3280800.0,1352480.0,126984.0,,48952876373,pyramidal neuron,layer_2,442,207,13,7,429,200,0,0,0,0,0,0,0,0,0,0,,,,layer_2
6081989177,3210340.0,1649120.0,95898.0,,6081989177,pyramidal neuron,layer_2,3229,1016,3,1,2407,808,819,207,0,0,0,0,0,0,0,0,,,,layer_2
29185502823,3541090.0,901952.0,65538.0,,29185502823,interneuron,layer_1,68,51,68,51,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
40152576948,3088510.0,1490980.0,92070.0,,40152576948,interneuron,layer_6,304,161,0,0,0,0,0,0,0,0,0,0,304,161,0,0,,,,layer_2
4516762348,1324350.0,1233500.0,97812.0,,4516762348,excitatory/spiny neuron with atypical tree,layer_5,1130,528,0,0,0,0,0,0,57,18,792,432,281,78,0,0,,,,layer_5
4504949777,2152420.0,1401020.0,163416.0,,4504949777,excitatory/spiny neuron with atypical tree,layer_5,792,441,0,0,0,0,0,0,157,108,635,333,0,0,0,0,,,,layer_5
32632535648,2770050.0,1875680.0,167673.0,,32632535648,excitatory/spiny neuron with atypical tree,layer_3,1106,344,0,0,0,0,699,257,407,87,0,0,0,0,0,0,,,,layer_3
37610820272,2741440.0,787936.0,102399.0,,37610820272,interneuron,layer_2,100,132,0,0,100,132,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5565128350,1441790.0,1479200.0,144177.0,,5565128350,spiny stellate neuron,layer_6,1809,939,0,0,0,0,0,0,0,0,353,100,1456,838,0,1,,,,layer_6
28703305432,3094460.0,786432.0,64779.0,,28703305432,interneuron,layer_1,4,23,4,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
2149691670,2812990.0,683520.0,103125.0,,2149691670,excitatory/spiny neuron with atypical tree,layer_2,1004,402,88,33,916,369,0,0,0,0,0,0,0,0,0,0,,,,layer_2
38639241633,1519170.0,929792.0,130614.0,,38639241633,pyramidal neuron,layer_4,176,122,0,0,0,0,28,14,119,94,29,14,0,0,0,0,,,,layer_4
6164527615,2047620.0,1836320.0,95469.0,,6164527615,pyramidal neuron,layer_5,2073,635,0,0,0,0,0,0,0,0,1825,590,248,45,0,0,,,,layer_5
38791543832,3133790.0,1165890.0,135828.0,,38791543832,pyramidal neuron,layer_2,630,238,24,7,606,231,0,0,0,0,0,0,0,0,0,0,,,,layer_2
37869286154,1931260.0,787296.0,127479.0,,37869286154,interneuron,layer_3,274,247,0,0,15,4,259,243,0,0,0,0,0,0,0,0,,,,layer_3
1450873107,2760640.0,688256.0,47652.0,,1450873107,pyramidal neuron,layer_2,603,275,142,70,461,205,0,0,0,0,0,0,0,0,0,0,,,,layer_2
40391711479,1969090.0,2128060.0,71379.0,,40391711479,interneuron,layer_3,1043,624,0,0,0,0,1043,624,0,0,0,0,0,0,0,0,,,,layer_6
63985598859,2074210.0,491008.0,129822.0,,63985598859,pyramidal neuron,layer_2,426,118,0,0,50,18,376,100,0,0,0,0,0,0,0,0,,,,layer_2
3751392341,2916610.0,1150400.0,25641.0,,3751392341,interneuron,layer_2,173,242,0,0,76,147,97,95,0,0,0,0,0,0,0,0,,,,layer_2
41165111859,3296860.0,1618270.0,135135.0,,41165111859,interneuron,layer_2,86,117,0,0,86,117,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5805503738,2915070.0,1829630.0,9966.0,,5805503738,pyramidal neuron,layer_3,5295,1755,29,12,838,265,4428,1478,0,0,0,0,0,0,0,0,,,,layer_3
29586534308,1971260.0,1000260.0,124377.0,,29586534308,pyramidal neuron,layer_4,842,458,0,0,41,30,532,244,260,181,9,3,0,0,0,0,,,,layer_4
4315764606,2074750.0,1233280.0,96525.0,,4315764606,pyramidal neuron,layer_4,719,273,0,0,0,0,138,62,259,136,322,75,0,0,0,0,,,,layer_4
5499847526,3262500.0,1587650.0,11418.0,,5499847526,interneuron,layer_2,2206,888,0,0,1423,609,783,279,0,0,0,0,0,0,0,0,,,,layer_2
5092727067,3392130.0,1583230.0,48840.0,,5092727067,pyramidal neuron,layer_2,374,202,0,0,374,202,0,0,0,0,0,0,0,0,0,0,,,,layer_2
33199696740,2717700.0,1942620.0,121143.0,,33199696740,pyramidal neuron,layer_4,1040,528,0,0,89,53,510,258,334,194,107,23,0,0,0,0,,,,layer_4
1697906518,2639780.0,814976.0,4686.0,,1697906518,pyramidal neuron,layer_2,2013,748,34,22,1820,681,159,45,0,0,0,0,0,0,0,0,,,,layer_2
868074883,2619390.0,512704.0,5280.0,,868074883,pyramidal neuron,layer_2,1498,580,556,249,942,331,0,0,0,0,0,0,0,0,0,0,,,,layer_2
60317023836,2099970.0,2145280.0,158070.0,,60317023836,pyramidal neuron,layer_5,323,168,0,0,0,0,0,0,0,0,168,123,155,45,0,0,,,,layer_5
37927690796,1728740.0,764896.0,169686.0,,37927690796,excitatory/spiny neuron with atypical tree,layer_3,259,83,0,0,0,0,238,80,21,3,0,0,0,0,0,0,,,,layer_3
4475484255,1907010.0,1415140.0,83622.0,,4475484255,spiny stellate neuron,layer_5,2197,797,0,0,0,0,0,0,27,5,2143,783,27,9,0,0,,,,layer_5
3820980067,2213020.0,1340860.0,75438.0,,3820980067,pyramidal neuron,layer_4,970,335,0,0,0,0,252,54,609,244,109,37,0,0,0,0,,,,layer_4
4305894819,3119070.0,1424320.0,8085.0,,4305894819,pyramidal neuron,layer_2,1966,840,10,7,1906,820,50,13,0,0,0,0,0,0,0,0,,,,layer_2
96130342826,2658400.0,2171740.0,158070.0,,96130342826,pyramidal neuron,layer_4,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,,,layer_4
357842575,2458020.0,392000.0,10230.0,,357842575,interneuron,layer_2,485,191,0,0,485,191,0,0,0,0,0,0,0,0,0,0,,,,layer_2
28612501043,2175300.0,884800.0,167310.0,,28612501043,pyramidal neuron,layer_3,3130,898,0,0,0,0,3057,881,72,17,1,0,0,0,0,0,,,,layer_3
3415291051,2607300.0,1108160.0,103686.0,,3415291051,pyramidal neuron,layer_3,3861,1116,164,70,508,110,3158,929,31,7,0,0,0,0,0,0,,,,layer_3
